"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3220000","2001322008307500030","19881019","","01","영업/정상","1","정상영업","","","","","025597044","7940","135732","서울특별시 강남구 삼성1동 159번지 8호 그랜드인터콘티넨탈호텔(지하1층)","서울특별시 강남구 테헤란로 521 (삼성동)","135732","파르나스몰(PARNAS MALL)","2022-01-17 18:12:19","U","2022-01-19 02:40:00.0","쇼핑센터","205314.159889285    ","445204.709309676    ","대규모점포"
"3220000","2001322008307500031","20000501","","01","영업/정상","1","정상영업","","","","","02 5597049","5683.94","","서울특별시 강남구 삼성동 159호","서울특별시 강남구 봉은사로 524 (삼성동)","135975","코엑스 호텔아케이드","2022-01-17 18:18:38","U","2022-01-19 02:40:00.0","쇼핑센터","205130.591678902    ","445590.096837802    ","대규모점포"
"3220000","2001322008307500032","20000503","","01","영업/정상","1","정상영업","","","","","0260025309","80038","135731","서울특별시 강남구 삼성동 159번지 1호 외","서울특별시 강남구 영동대로 513 (삼성동)","135731","코엑스 몰","2021-04-12 10:30:04","U","2021-04-14 02:40:00.0","복합쇼핑몰","205340.631121567    ","445354.571117445    ","대규모점포"
"3220000","2005000000000000006","19880513","","01","영업/정상","1","정상영업","","","","","025560604","3014.31","135280","서울특별시 강남구 대치동 623번지","서울특별시 강남구 남부순환로 2921 (대치동)","135838","남서울종합시장","2021-08-27 09:39:20","U","2021-08-29 02:40:00.0","그 밖의 대규모점포","205209.747122636    ","443490.817333221    ","대규모점포"
"3220000","2006322012707500001","20061024","","01","영업/정상","1","정상영업","","","","","02-6908-1051","5174","135080","서울특별시 강남구 역삼동 755번지","서울특별시 강남구 역삼로 310 (역삼동)","135926","(주)이마트 역삼점","2014-04-10 17:58:06","I","2018-08-31 23:59:59.0","대형마트","204213.643236507    ","444113.028210915    ","대규모점포"
"3220000","2009322012707500001","20090930","","01","영업/정상","1","정상영업","","","","","02)545-1579","3273.17","135820","서울특별시 강남구 논현2동 108번지","서울특별시 강남구 학동로43길 38 (논현동)","135820","논현웰스톤상가","2013-12-27 13:45:22","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","203292.307005445    ","446247.511537864    ","대규모점포"
"3220000","2010322016207500001","20050829","","01","영업/정상","1","정상영업","","","","","578-0362","12645.92","135856","서울특별시 강남구 도곡2동 467번지 7호 아카데미스위트 에이동B101,B102,B201","서울특별시 강남구 남부순환로 2804 (도곡동, 아카데미스위트)","135856","아카데미프라자","2013-12-27 13:43:01","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204538.144891563    ","442942.853505354    ","대규모점포"
"3220000","2003322008307500001","2003-01-28","","01","영업/정상","1","정상영업","","","","","0234165828","1255","135-510","서울특별시 강남구 압구정1동 456번지","서울특별시 압구정로 201 (구현대아파트)","135-788","금강상가","2023-12-12 09:38:20","U","2022-11-01 23:04:00.0","그 밖의 대규모점포","202485.226490575","447521.520319158",""
"3220000","2010322016207500002","20101230","","01","영업/정상","1","정상영업","","","","","3453-6499","0","135509","서울특별시 강남구 삼성2동 121번지 38호","서울특별시 강남구 삼성로103길 12 (삼성동)","135509","삼성동 신도브래뉴 주상복합 상가","2013-12-30 10:34:39","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204652.111034177    ","445353.174360925    ","대규모점포"
"3220000","2011322016207500003","20110623","","01","영업/정상","1","정상영업","","","","","549-5948","0","135011","서울특별시 강남구 논현1동 140번지 외 44필지","서울특별시 강남구 강남대로124길 22, 3층 301호 (논현동)","135825","영동전통시장","2019-08-31 10:59:45","U","2019-09-03 02:40:00.0","그 밖의 대규모점포","202023.395227792    ","445302.915908145    ","대규모점포"
"3220000","2013322016207500001","20130215","","01","영업/정상","1","정상영업","","","","","545-9612","3718.56","","","서울특별시 강남구 학동로4길 15 (논현동)","135822","동화상가(주)","2013-02-15 11:06:24","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","202010.0103397      ","445368.131754546    ","대규모점포"
"3220000","2013322016207500002","20130604","","01","영업/정상","1","정상영업","","","","","025168546","231","","","서울특별시 강남구 학동로 176 (논현동)","135823","홈플러스익스프레스 학동역점","2021-06-17 17:40:04","U","2021-06-19 02:40:00.0","구분없음","202599.512133865    ","445700.273918744    ","준대규모점포"
"3220000","2014322016207500001","20140325","","01","영업/정상","1","정상영업","","","","20140326","02-3446-5999","3246.51","","","서울특별시 강남구 도산대로85길 30 (청담동)","135955","신원아침도시마인상가","2014-03-26 13:21:24","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204391.42543100000  ","447439.75242100000  ","대규모점포"
"3220000","2014322016207500003","20111124","","01","영업/정상","1","정상영업","","","","","02-3452-5601","177.7","","","서울특별시 강남구 역삼로 230 (역삼동)","135928","롯데슈퍼 역삼2동점","2014-07-04 17:19:57","I","2018-08-31 23:59:59.0","구분없음","203641.076839094    ","443854.896864211    ","준대규모점포"
"3220000","2013322016207500003","20131204","","03","폐업","3","폐업처리","20220819","","","","02-567-3424","3041.01","135930","서울특별시 강남구 역삼1동 796번지 29호","서울특별시 강남구 논현로63길 16 (역삼동)","135930","역삼서해더블루","2022-08-19 11:11:37","U","2021-12-07 22:01:00.0","그 밖의 대규모점포","203389.562748068","443422.779316247",""
"3220000","2014322016207500004","20111202","","01","영업/정상","1","정상영업","","","","","02-568-5601","336.2","","","서울특별시 강남구 역삼로8길 15 (역삼동)","135569","롯데슈퍼 역삼1동점","2014-07-04 17:20:17","I","2018-08-31 23:59:59.0","구분없음","202957.286742981    ","443437.682541522    ","준대규모점포"
"3220000","2014322016207500005","20120119","","01","영업/정상","1","정상영업","","","","","02-3466-5601","177.8","","","서울특별시 강남구 언주로122길 25 (논현동, 두산위브아파트)","135832","롯데슈퍼 논현점","2017-04-26 18:33:19","I","2018-08-31 23:59:59.0","구분없음","203322.585990371    ","445590.72903471     ","준대규모점포"
"3220000","2014322016207500007","20120702","","01","영업/정상","1","정상영업","","","","","02-3445-5601","730.7","","","서울특별시 강남구 선릉로 660 (삼성동)","135864","밀구루 삼성점","2020-10-28 10:44:13","U","2020-10-30 02:40:00.0","구분없음","203675.905036013    ","445926.119732235    ","준대규모점포"
"3220000","2014322016207500009","20120702","","01","영업/정상","1","정상영업","","","","","02-547-5601","503.8","","","서울특별시 강남구 언주로 123 (도곡동, 개포한신아파트)","135855","롯데슈퍼 도곡점","2014-07-04 17:19:23","I","2018-08-31 23:59:59.0","구분없음","204254.782968629    ","442744.847670936    ","준대규모점포"
"3220000","2014322016207500010","20140916","","01","영업/정상","1","정상영업","","","","","02-2006-2156","510.88","135011","서울특별시 강남구 논현동 140번지","서울특별시 강남구 강남대로128길 128-20, 1층 101,104,106호 (논현동, 영동프라자)","135011","(주)지에스리테일 GS슈퍼 강남 논현점","2016-02-23 09:53:20","I","2018-08-31 23:59:59.0","구분없음","202023.395227792    ","445302.915908145    ","준대규모점포"
"3220000","1984322016207500001","19840208","","01","영업/정상","1","정상영업","","","","","02-561-4267","11740.39","","서울특별시 강남구 대치동 511번지 한보미도맨션","서울특별시 강남구 삼성로 150 (대치동, 한보미도맨션)","06288","한보종합상가","2018-04-18 17:24:03","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205886.286776047    ","443467.611815598    ","대규모점포"
"3220000","1996322016207500001","19961115","","01","영업/정상","1","정상영업","","","","","02-550-3090","12025.9","135926","서울특별시 강남구 역삼동 755번지","서울특별시 강남구 역삼로 310 (역삼동)","135926","한솔필리아","2018-04-18 16:09:06","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204213.643236507    ","444113.028210915    ","대규모점포"
"3220000","2001322008307500001","19741110","","01","영업/정상","1","정상영업","","","","","02 5420874","3062.7","","서울특별시 강남구 신사동 510번지 11호","서울특별시 강남구 압구정로2길 46 (신사동)","135887","강남시장","2020-11-08 15:42:17","U","2020-11-10 02:40:00.0","복합쇼핑몰","201757.494098748    ","446282.45446652     ","대규모점포"
"3220000","2001322008307500003","19790117","","01","영업/정상","1","정상영업","","","","","02 5491940","0","","서울특별시 강남구 논현동 227번지 4호","서울특별시 강남구 봉은사로33길 33 (논현동)","135829","논현종합시장","2019-05-09 16:34:32","U","2019-05-11 02:40:00.0","그 밖의 대규모점포","203005.088001821    ","445311.309960952    ","대규모점포"
"3220000","2001322008307500004","19870202","","01","영업/정상","1","정상영업","","","","","02 5103114","0","","서울특별시 강남구 논현동 105번지 7호","서울특별시 강남구 언주로 726 (논현동, 두산빌딩)","135714","두산아케이드","2013-12-30 13:52:36","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","203050.783890109    ","446316.514036122    ","대규모점포"
"3220000","2001322008307500021","19940615","","01","영업/정상","1","정상영업","","","","","02 4599891","0","","서울특별시 강남구 일원동 711번지 1호","서울특별시 강남구 양재대로55길 6 (일원동, 도시개발아파트)","135938","수서1-2단지상가","2013-12-30 10:53:10","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","207748.487100942    ","443240.945026406    ","대규모점포"
"3220000","2011322016207500002","2011-04-12","","01","영업/정상","1","정상영업","","","","","000269471234","3386.04","135-948","서울특별시 강남구 청담동 4번지 1호 외 9필지","서울특별시 강남구 도산대로 442 (청담동)","135-948","SSG Food Market 백화점","2023-11-30 13:32:43","U","2022-11-02 00:02:00.0","백화점","203789.588128352","446796.128299612",""
"3220000","2001322008307500026","19851130","","01","영업/정상","1","정상영업","","","","","0234495722","37604.54","135724","서울특별시 강남구 압구정동 429번지","서울특별시 강남구 압구정로 165 (압구정동, 현대백화점본점)","135724","(주)현대백화점 본점","2020-04-21 12:46:52","U","2020-04-23 02:40:00.0","백화점","202358.505687227    ","447232.955697694    ","대규모점포"
"3220000","2001322008307500027","19881010","","01","영업/정상","1","정상영업","","","","","02 5522233","46111.46","","서울특별시 강남구 삼성동 159번지 7호","서울특별시 강남구 테헤란로 517 (삼성동, 무역센터현대백화점)","135730","현대백화점 무역센터점","2020-04-20 20:16:04","U","2020-04-22 02:40:00.0","백화점","205210.358779172    ","445154.42225208     ","대규모점포"
"3220000","2012322016207500001","20120726","","01","영업/정상","1","정상영업","","","","","0234458545","170.28","135897","서울특별시 강남구 신사동 660번지 18호","서울특별시 강남구 압구정로46길 5-2 (신사동)","135897","홈플러스 익스프레스 압구정점","2021-06-17 17:38:23","U","2021-06-19 02:40:00.0","구분없음","203191.25706078     ","447312.903662969    ","준대규모점포"
"3220000","2012322016207500003","20120518","","01","영업/정상","1","정상영업","","","","","025184089","272.02","","","서울특별시 강남구 압구정로18길 25 (신사동, 한국산업양행빌딩)","06031","(주)지에스리테일 신사점","2016-02-23 10:35:37","I","2018-08-31 23:59:59.0","구분없음","202167.012989943    ","446808.075588622    ","준대규모점포"
"3220000","2001322008307500005","19790410","","02","휴업","2","휴업처리","","","","","02 5492233","","","서울특별시 강남구 압구정동 456호   ","","","금강상가","2007-07-14 10:53:01","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","202485.226490575    ","447521.520319158    ",""
"3220000","2001322008307500034","19990714","","02","휴업","2","휴업처리","","","","","02 5696396","5174","","서울특별시 강남구 역삼동 755호 한솔필리아지층  ","","","(주)신세계마트 이마트 역삼점","2007-07-14 10:53:01","I","2018-08-31 23:59:59.0","대형마트","204213.643236507    ","444113.028210915    ",""
"3220000","2003322008307500002","20030418","","02","휴업","2","휴업처리","","","","","02 5492233","21237.74","","서울특별시 강남구 압구정동 456호   ","","","(주)현대백화점 동호스토아","2007-07-14 10:53:01","I","2018-08-31 23:59:59.0","백화점","202485.226490575    ","447521.520319158    ",""
"3220000","2003322008307500004","20030128","","02","휴업","2","휴업처리","","","","","02 5560604","","","서울특별시 강남구 대치동 623,624호   ","","","남서울종합상가","2013-12-30 13:55:03","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3220000","1984322008307500006","19840307","","02","휴업","2","휴업처리","","","","","02 5492233","","","서울특별시 강남구 압구정동 456호   ","","","(주)금강개발산업","2007-07-14 10:53:01","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","202485.226490575    ","447521.520319158    ",""
"3220000","2001322008307500008","19780526","","03","폐업","3","폐업처리","20140324","20110415","20140430","","02 5441034","0","","서울특별시 강남구 청담동 122호","서울특별시 강남구 도산대로85길 30 (청담동)","135955","청담제일시장","2014-03-24 18:28:39","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204391.42543100000  ","447439.75242100000  ","대규모점포"
"3220000","2001322008307500010","19831011","","03","폐업","3","폐업처리","20101230","","","","02 5623886","0","","서울특별시 강남구 삼성동 122번지 8 호","서울특별시 강남구 봉은사로72길 39 (삼성동)","135509","삼성종합시장","2013-12-30 10:33:56","I","2018-08-31 23:59:59.0","시장","204582.09981345     ","445311.806281605    ","대규모점포"
"3220000","2001322008307500016","19810414","","03","폐업","3","폐업처리","20130220","","","","02 5673424","0","","서울특별시 강남구 역삼동 796번지 22  호","서울특별시 강남구 역삼로52길 14 (역삼동)","135926","역삼시장","2013-12-30 09:39:50","I","2018-08-31 23:59:59.0","시장","204170.278135097    ","444036.656041328    ","대규모점포"
"3220000","2001322008307500017","19741227","","03","폐업","3","폐업처리","20130220","","","","02 5673504","0","","서울특별시 강남구 역삼동 754번지 2  호","서울특별시 강남구 역삼로52길 14 (역삼동)","135926","역삼시장","2013-12-27 14:44:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204170.278135097    ","444036.656041328    ","대규모점포"
"3220000","2001322008307500018","19921226","","03","폐업","3","폐업처리","20210513","","","","02 4591567","0","","서울특별시 강남구 수서동 707호","서울특별시 강남구 광평로51길 49 (수서동, 주공아파트)","135783","수서종합상가","2021-05-13 14:52:55","U","2021-05-15 02:40:00.0","그 밖의 대규모점포","208789.626026494    ","443219.258555294    ","대규모점포"
"3220000","2001322008307500033","19911230","","03","폐업","3","폐업처리","20100210","","","","02 5602637","0","","서울특별시 강남구 역삼동 701호","","","서울상록회관","2010-02-10 17:46:05","I","2018-08-31 23:59:59.0","대형마트","203746.537598441    ","444628.07813453     ",""
"3220000","2008322012707500001","20061018","","03","폐업","3","폐업처리","20190831","","","","02-6908-1051","0","135080","서울특별시 강남구 역삼동 755번지","서울특별시 강남구 역삼로 310 (역삼동)","135926","(주)신세계마트 이마트 역삼점","2019-08-31 10:56:55","U","2019-09-03 02:40:00.0","대형마트","204213.643236507    ","444113.028210915    ","대규모점포"
"3220000","2011322016207500001","20110412","","03","폐업","3","폐업처리","20190831","","","","02)727-1381","3200.38","135948","서울특별시 강남구 청담동 4번지 1호 외 9필지","서울특별시 강남구 도산대로 442 (청담동)","135948","SSG Food Market 백화점","2019-08-31 10:57:33","U","2019-09-03 02:40:00.0","백화점","203789.588128352    ","446796.128299612    ","대규모점포"
"3220000","2014322016207500002","20120702","","03","폐업","3","폐업처리","20140615","","","","02-2290-5853","180.8","","","서울특별시 강남구 논현로 468 (역삼동)","135910","롯데쇼핑(주)롯데슈퍼 역삼점","2014-07-02 16:11:01","I","2018-08-31 23:59:59.0","","","","준대규모점포"
"3220000","2014322016207500006","20120702","","03","폐업","3","폐업처리","20211230","","","","02-3446-5634","120.07","","","서울특별시 강남구 도산대로35길 39 (신사동)","135893","롯데슈퍼 압구정점","2022-01-17 18:06:36","U","2022-01-19 02:40:00.0","구분없음","202612.708410687    ","446806.733541327    ","준대규모점포"
"3220000","2001322008307500002","19730801","","03","폐업","3","폐업처리","20130214","","","","02 5471151","0","","서울특별시 강남구 논현동 122번지 8호","서울특별시 강남구 학동로4길 15 (논현동)","135822","영동시장","2013-12-30 09:11:02","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","202010.0103397      ","445368.131754546    ","대규모점포"
"3220000","2001322008307500023","19970524","","03","폐업","3","폐업처리","20090922","","","","0234135119","0","","서울특별시 강남구 개포동 13번지 3 호","","","미씨-860","2010-08-24 09:23:50","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","206970.919291372    ","443574.411625824    ",""
"3220000","2012322016207500002","20120405","","03","폐업","3","폐업처리","20170313","","","","0221387230","992.68","","","서울특별시 강남구 학동로43길 38, 지하2층 (논현동, 논현웰스톤)","06059","(주)지에스리테일 논현점","2017-03-13 09:16:41","I","2018-08-31 23:59:59.0","구분없음","203292.307005445    ","446247.511537864    ","준대규모점포"
"3220000","2001322008307500022","19940615","20100908","04","취소/말소/만료/정지/중지","4","직권취소","","","","","02 5550000","0","","서울특별시 강남구 일원동 647호","","","일원마트","2010-09-08 17:44:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","207614.091005038    ","443297.031452896    ",""
"3220000","2021322024907500001","20210319","","01","영업/정상","5","영업개시전","","","","","-","7511.51","","서울특별시 강남구 역삼동 676 센터필드","서울특별시 강남구 테헤란로 231, 센터필드 (역삼동)","06142","더 샵스 앳 센터필드 (THE SHOPS AT CENTERFIELD)","2021-03-22 19:43:27","U","2021-03-24 02:40:00.0","그 밖의 대규모점포","203599.062771687    ","444556.062267296    ","대규모점포"
"3230000","2014323019807500005","20111025","","01","영업/정상","1","정상영업","","","","","0221353211","617.57","","","서울특별시 송파구 올림픽로 435 (신천동, 파크리오아파트)","138930","(주)지에스리테일 잠실파크리오점","2016-02-03 18:14:09","I","2018-08-31 23:59:59.0","구분없음","209995.612788762    ","446691.34604437     ","준대규모점포"
"3230000","2014323019807500007","20111025","","01","영업/정상","1","정상영업","","","","","024014600","314.01","","","서울특별시 송파구 오금로46길 49 (가락동)","138812","(주)지에스리테일 송파가락점","2016-02-05 13:21:41","I","2018-08-31 23:59:59.0","구분없음","211693.932828168    ","443503.427857478    ","준대규모점포"
"3230000","2014323019807500014","20140718","","01","영업/정상","1","정상영업","","","","","02-2050-5298","4507.29","138731","서울특별시 송파구 신천동 29번지","서울특별시 송파구 올림픽로 300-0 (신천동)","138731","롯데하이마트 월드타워점","2016-10-17 16:47:27","I","2018-08-31 23:59:59.0","전문점","209074.900840074    ","445657.80932984     ","대규모점포"
"3230000","2014323019807500009","20111108","","01","영업/정상","1","정상영업","","","","","024233774","959.73","","","서울특별시 송파구 올림픽로 203 (잠실동)","138916","(주)지에스리테일 잠실점","2016-02-03 18:14:33","I","2018-08-31 23:59:59.0","구분없음","208187.623477261    ","445589.718583334    ","준대규모점포"
"3230000","2014323019807500010","20140717","","01","영업/정상","1","정상영업","","","","","02-411-5100","52792.2","138240","서울특별시 송파구 신천동 29번지","서울특별시 송파구 올림픽로 300 (신천동)","138240","롯데월드몰","2020-09-29 14:14:49","U","2020-10-01 02:40:00.0","쇼핑센터","209074.900840074    ","445657.80932984     ","대규모점포"
"3230000","2008323013107500001","19731214","","01","영업/정상","1","정상영업","","","","19731214","0230125535","3871","138120","서울특별시 송파구 마천동 140번지 2호","서울특별시 송파구 마천로45길 23 (마천동)","138819","마천시장","2016-07-26 13:39:23","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","213247.196130934    ","444020.568495222    ","대규모점포"
"3230000","2008323013107500002","19820129","","01","영업/정상","1","정상영업","","","","19820129","423-4751","7225","138220","서울특별시 송파구 잠실동 101번지 1호","서울특별시 송파구 올림픽로4길 40 (잠실동)","138892","프리마 쇼핑센타","2011-12-21 14:55:39","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","206397.34797252     ","444963.233863255    ","대규모점포"
"3230000","2013323019807500003","20110905","","01","영업/정상","1","정상영업","","","","","024188545","213.2","138933","서울특별시 송파구 잠실4동 44번지 1호","서울특별시 송파구 석촌호수로 133 (잠실동)","138220","홈플러스(주)익스프레스 잠실점","2021-06-07 14:10:01","U","2021-06-09 02:40:00.0","구분없음","208045.233042977    ","445054.410833743    ","준대규모점포"
"3230000","2013323019807500004","20110905","","01","영업/정상","1","정상영업","","","","","000234318545","398.6","","","서울특별시 송파구 가락로28길 7 (송파동)","138854","홈플러스(주) 익스프레스 송파점","2021-06-07 19:45:02","U","2021-06-09 02:40:00.0","구분없음","210264.355667851    ","444937.580211197    ","준대규모점포"
"3230000","2008323013107500003","19830716","","01","영업/정상","1","정상영업","","","","19880825","4135551","2771","138190","서울특별시 송파구 석촌동 277번지 2호","서울특별시 송파구 가락로 103 (석촌동)","138846","엄마손상가","2014-07-30 10:02:07","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","209440.726523187    ","444369.495694674    ","대규모점포"
"3230000","2009323013107500002","20090511","","01","영업/정상","1","정상영업","","","","","21570118","145244.54","138200","서울특별시 송파구 문정동 516번지","서울특별시 송파구 충민로 66 (문정동)","138960","가든파이브 라이프","2015-04-17 09:53:53","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211053.11951800000  ","442026.98878300000  ","대규모점포"
"3230000","1988323007807500002","19780328","","01","영업/정상","1","정상영업","","","","","02  422 5851","9815","","서울특별시 송파구 잠실동 27번지 6호","서울특별시 송파구 올림픽로 203 (잠실동)","138916","잠실중앙상가","2017-07-24 11:26:46","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","208187.623477261    ","445589.718583334    ","대규모점포"
"3230000","2009323013107500003","20090630","","01","영업/정상","1","정상영업","","","","","430-7007","3004","138130","서울특별시 송파구 오금동 615번지  올림픽파크동부센트레빌 상가","서울특별시 송파구 양재대로72길 5 (오금동)","138130","올림픽파크동부센트레빌 상가","2011-12-21 14:50:36","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211217.0019233      ","445334.151660974    ","대규모점포"
"3230000","2011323019807500002","19970218","","01","영업/정상","1","정상영업","","","","","024037008","3719.38","138808","서울특별시 송파구 가락2동 140번지","서울특별시 송파구 동남로 189 (가락동)","138808","쌍용프라자 상가","2017-05-25 14:28:03","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211259.909777857    ","443711.702922024    ","대규모점포"
"3230000","2011323019807500001","19840208","","01","영업/정상","1","정상영업","","","","","024166006","5269","138851","서울특별시 송파구 송파1동 121번지","서울특별시 송파구 가락로 183 (송파동)","138851","한화 송파지점","2023-01-16 17:50:58","U","2022-11-30 23:08:00.0","그 밖의 대규모점포","210057.912138022","444767.367639796",""
"3230000","1981323007807500014","1998-03-17","","01","영업/정상","1","정상영업","","","","","02 4310611","7961","","서울특별시 송파구 마천동 181호","서울특별시 송파구 마천로 315 (마천동)","138-820","송파쇼핑센타","2023-11-16 11:30:08","U","2022-10-31 23:08:00.0","그 밖의 대규모점포","213279.781081276","443674.682876425",""
"3230000","2013323019807500006","20130619","","01","영업/정상","1","정상영업","","","","","02-2050-5001","3493.73","138721","서울특별시 송파구 잠실3동 40번지 1호 롯데월드","서울특별시 송파구 올림픽로 240 (잠실동)","138220","롯데하이마트잠실점","2017-07-24 11:23:43","I","2018-08-31 23:59:59.0","전문점","208589.363343145    ","445455.90405262     ","대규모점포"
"3230000","2014323019807500001","20110810","","01","영업/정상","1","정상영업","","","","","02  34016251","883","","","서울특별시 송파구 동남로 189 (가락동, 쌍용아파트)","138747","(주)지에스리테일 송파점","2016-02-03 18:15:36","I","2018-08-31 23:59:59.0","구분없음","211259.909777857    ","443711.702922024    ","준대규모점포"
"3230000","2014323019807500003","20111025","","01","영업/정상","1","정상영업","","","","","024185853","572.18","","","서울특별시 송파구 오금로31가길 20 (방이동, 대림아파트)","138771","(주)지에스리테일 방이점","2016-02-05 13:22:07","I","2018-08-31 23:59:59.0","구분없음","210908.984532034    ","445042.920252223    ","준대규모점포"
"3230000","1989323007807500001","19890607","","01","영업/정상","1","정상영업","","","","","02  400 0198","10802","","서울특별시 송파구 방이동 89번지 11호 프라자상가","서울특별시 송파구 양재대로 1222 (방이동)","138829","올림픽프라자상가","2011-12-21 15:00:42","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211619.368009793    ","445963.384875409    ","대규모점포"
"3230000","2005323007807500002","20050224","","01","영업/정상","1","정상영업","","","","","02  21454942","7383.45","","서울특별시 송파구 잠실동 40호","서울특별시 송파구 올림픽로 212 (잠실동)","138791","갤러리아팰리스 아케이드","2011-12-21 14:59:19","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","208233.926974585    ","445435.257647797    ","대규모점포"
"3230000","2013323019807500002","20111202","","01","영업/정상","1","정상영업","","","","","000230128545","835","138814","서울특별시 송파구 거여2동 27번지 5호 B101호","서울특별시 오금로 512","138813","홈플러스(주)익스프레스 거여점","2021-06-07 19:43:50","U","2021-06-09 02:40:00.0","구분없음","212800.699970729    ","443397.261935451    ","준대규모점포"
"3230000","2012323019807500005","20120405","","01","영업/정상","1","정상영업","","","","","2290-5853","105.5","138845","서울특별시 송파구 석촌동 235번지 17호","서울특별시 송파구 백제고분로34길 3 (석촌동)","138845","롯데쇼핑(주)롯데슈퍼석촌점","2017-04-19 14:05:59","I","2018-08-31 23:59:59.0","구분없음","208675.812751826    ","444446.053485778    ","준대규모점포"
"3230000","2012323019807500006","20120405","","01","영업/정상","1","정상영업","","","","","02  400 2007","1662.6","138130","서울특별시 송파구 오금동 615번지","서울특별시 송파구 양재대로72길 5 (오금동)","138130","농협하나로마트방이역점","2022-03-04 17:38:54","U","2022-03-10 02:40:00.0","구분없음","211217.0019233      ","445334.151660974    ","준대규모점포"
"3230000","2012323019807500002","20120120","","01","영업/정상","1","정상영업","","","","","02-848-3651","326.92","138803","서울특별시 송파구 가락동 88번지 2호","서울특별시 송파구 중대로9길 35 (가락동)","138803","(주)이마트에브리데이 가락동점","2021-05-03 20:16:06","U","2021-05-05 02:40:00.0","구분없음","210391.461980814    ","443796.02703891     ","준대규모점포"
"3230000","2013323019807500005","20120330","","01","영업/정상","1","정상영업","","","","","000204748542","323","","서울특별시 송파구 풍납동 163번지","서울특별시 송파구  올림픽로51길  52 (풍납동)","","홈플러스(주)익스프레스 풍납점","2021-06-07 19:46:10","U","2021-06-09 02:40:00.0","구분없음","210378.825036871    ","447916.043934269    ","준대규모점포"
"3230000","2020323026107500001","20200129","","01","영업/정상","1","정상영업","","","","20200206","02-","199.1","","서울특별시 송파구 삼전동 9번지 제이 플레이스","서울특별시 송파구 백제고분로 207 (삼전동, 제이 플레이스)","05605","홈플러스 익스프레스 삼전역점","2021-06-10 16:22:29","U","2021-06-12 02:40:00.0","구분없음","207875.596264658    ","444672.586038194    ","준대규모점포"
"3230000","2020323026107500002","20200724","","01","영업/정상","1","정상영업","","","","20200811","","727","","서울특별시 송파구 가락동 479 헬리오시티","서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)","05698","이마트에브리데이 송파점","2021-05-03 20:18:40","U","2021-05-05 02:40:00.0","구분없음","209394.231297346    ","443951.236927017    ","준대규모점포"
"3230000","1978323007807500003","19780307","","02","휴업","2","휴업처리","","","","","02","0","","서울특별시 송파구 신천동 7번지 17호   ","서울특별시 송파구 송파대로 562 (신천동)","","주-한화유통","2007-07-14 12:03:48","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","208730.633457015    ","445905.025545443    ",""
"3230000","2014323019807500006","20101025","","03","폐업","3","폐업처리","20170308","","","","0221388841","593.5","","","서울특별시 송파구 석촌호수로 156 (삼전동)","138840","(주)지에스리테일 삼전점","2017-03-10 17:21:04","I","2018-08-31 23:59:59.0","구분없음","208280.534908805    ","444954.935453176    ","준대규모점포"
"3230000","2014323019807500008","20111108","","03","폐업","3","폐업처리","20220130","","","","024132252","505.07","","","서울특별시 송파구 오금로32길 32 (송파동)","138853","(주)지에스리테일 송파2점","2022-02-04 08:51:18","U","2022-02-08 02:40:00.0","구분없음","210432.726398095    ","444603.003663184    ","준대규모점포"
